duration_in_seconds,media_slant,nfc,agree_t1,agree_certainty_t1,belief_t1,belief_certainty_t1,agree_t2,belief_t2,bias_1,bias_2,confident,encouraged,angry,annoyed,page_submit_duration,partisanship,ideology,nfc_code,gender,age,education,income,involvement,gen_knowledge,media_trust,agree_diff,belief_diff,bias,hmp_score,certainty_agree,certainty_belief,nfc_code_correct
838,MSNBC,Low,3,1,5,2,3,3,6,6,4,4,3,5,76.189,Democrat,6,2,2,8,3,5,2.5,5,5.8,0,-2,0,0.5,1,1,1
247,Reuter,Low,3,2,3,2,1,1,6,6,7,7,1,1,51.543,Democrat,5,2,1,4,5,10,2,5,3.4,-2,-2,0,0.5,1,1,1
494,MSNBC,High,6,2,6,2,5,5,6,6,4,4,1,1,59.386,Democrat,5,2,1,5,6,12,4,5,3.6,-1,-1,0,0.5,1,1,1
660,Reuter,Low,7,1,3,3,3,2,6,5,3,2,5,6,51.84,Republican,2,2,2,5,2,4,4,5,2,-4,-1,-0.05,0.55,1,0,1
333,Reuter,High,3,1,2,1,3,2,6,6,5,5,2,2,52.249,Democrat,5,2,1,3,5,11,3,4,2.8,0,0,0,0.5,1,1,1
543,Reuter,Low,4,2,4,2,3,3,6,6,6,6,1,1,67.768,Democrat,6,2,1,7,5,5,3.5,4,5.6,-1,-1,0,0.5,1,1,1
805,FOX,Low,6,1,6,1,3,2,11,11,4,2,7,7,73.635,Democrat,7,2,2,3,3,2,2,5,2.4,-3,-4,0.5,1,1,1,1
641,MSNBC,Low,7,1,6,1,6,6,7,7,4,4,4,3,51.933,Democrat,6,2,1,6,5,11,3,5,6,-1,0,0.1,0.6,1,1,1
531,Reuter,Low,6,2,6,2,6,6,6,6,4,1,1,1,107.465,Democrat,6,2,1,3,3,3,4,5,2.6,0,0,0,0.5,1,1,1
515,FOX,High,5,2,6,2,4,4,6,7,5,4,2,2,51.064,Democrat,5,2,1,4,6,12,3,5,5.4,-1,-2,0.05,0.55,1,1,1
593,FOX,High,7,1,6,2,6,6,6,5,5,5,2,2,51.855,Republican,1,2,2,3,5,6,4.5,4,2.8,-1,0,-0.05,0.55,1,1,1
347,MSNBC,Low,5,2,6,3,3,5,7,7,5,4,2,2,58.522,Democrat,7,2,2,2,5,8,2,5,2.8,-2,-1,0.1,0.6,1,0,1
392,FOX,Low,5,2,5,2,5,5,9,9,2,2,5,6,56.82,Democrat,7,2,1,4,6,3,5,5,4.4,0,0,0.3,0.8,1,1,1
398,Reuter,High,6,2,6,2,7,7,1,1,1,1,1,1,51.954,Republican,3,2,1,7,5,3,4,5,1,1,1,-0.5,1,1,1,1
484,MSNBC,Low,6,1,6,1,6,6,1,1,1,1,6,6,57.626,Republican,2,2,1,5,5,9,4,5,1.8,0,0,-0.5,1,1,1,1
380,Reuter,Low,2,2,3,2,3,3,9,7,5,5,3,3,51.553,Republican,2,2,2,6,5,11,3,5,5,1,0,0.2,0.30000000000000004,1,1,1
1262,Reuter,High,6,1,5,1,2,2,3,3,4,4,4,4,112.64,Democrat,6,2,1,3,5,6,3.5,4,3.8,-4,-3,-0.3,0.2,1,1,1
880,FOX,High,7,1,7,1,7,7,1,1,1,1,7,7,128.428,Republican,3,2,1,4,4,2,4,5,1,0,0,-0.5,1,1,1,1
317,Reuter,High,4,2,3,2,3,3,6,6,6,4,4,2,51.321,Democrat,6,2,2,4,5,8,2.5,5,4.8,-1,0,0,0.5,1,1,1
522,MSNBC,High,7,1,7,1,5,5,8,8,3,2,4,5,56.83,Democrat,6,2,1,5,3,1,4,5,5,-2,-2,0.2,0.7,1,1,1
496,FOX,High,7,1,6,1,6,6,9,9,1,1,7,7,87.239,Democrat,6,2,1,7,5,11,5,5,4,-1,0,0.3,0.8,1,1,1
571,FOX,Low,5,3,5,3,4,4,6,6,1,1,1,1,95.292,Republican,2,2,1,5,3,10,3,5,1.8,-1,-1,0,0.5,0,0,1
492,MSNBC,High,4,1,4,1,4,4,6,6,4,4,4,4,88.54,Democrat,7,2,2,6,5,11,4,5,3,0,0,0,0.5,1,1,1
499,MSNBC,High,7,1,6,1,7,6,4,4,5,2,5,5,80.779,Republican,1,2,1,3,5,2,5,4,2,0,0,-0.2,0.7,1,1,1
513,MSNBC,Low,5,2,6,2,5,5,8,8,6,6,1,1,55.711,Democrat,3,2,1,5,4,4,4,5,4,0,-1,0.2,0.7,1,1,1
654,FOX,Low,4,2,5,2,5,5,8,5,3,5,4,4,352.08,Democrat,4,2,1,3,5,4,2,4,4.8,1,0,0.05,0.55,1,1,1
330,Reuter,Low,6,3,6,3,3,3,6,6,6,5,4,1,68.05,Democrat,5,2,1,4,5,10,2,5,4.6,-3,-3,0,0.5,0,0,1
678,FOX,High,6,1,7,1,6,6,11,11,4,4,4,4,123.43,Democrat,5,1,2,7,6,4,3.5,5,2.6,0,-1,0.5,1,1,1,0
616,FOX,Low,7,1,7,1,7,7,1,1,1,1,7,7,59.821,Republican,1,2,2,6,3,2,4,4,1,0,0,-0.5,1,1,1,1
468,Reuter,High,7,1,7,1,2,2,2,2,6,6,2,2,52.042,Republican,1,2,2,6,5,7,4,5,2.2,-5,-5,-0.4,0.9,1,1,1
278,FOX,High,7,1,7,1,7,7,6,6,4,4,4,4,54.221,Republican,1,2,1,4,5,3,5,5,1,0,0,0,0.5,1,1,1
392,Reuter,Low,7,1,7,1,5,5,3,3,2,2,6,6,52.141,Republican,2,2,2,6,5,10,2,5,2,-2,-2,-0.3,0.8,1,1,1
452,MSNBC,Low,5,2,6,2,5,6,1,1,1,1,6,6,51.71,Republican,2,2,1,6,3,2,3,5,1,0,0,-0.5,1,1,1,1
610,MSNBC,High,5,2,3,2,2,2,4,4,5,3,3,5,121.185,Republican,2,1,2,3,5,12,2.5,4,2,-3,-1,-0.2,0.7,1,1,0
586,Reuter,High,4,3,4,2,4,4,3,3,4,4,7,7,51.984,Republican,4,2,1,4,5,10,1,3,2.4,0,0,-0.3,0.8,0,1,1
607,FOX,Low,7,2,6,2,6,5,10,8,6,5,5,6,61.218,Democrat,2,2,1,3,5,8,4.5,3,NA,-1,-1,0.3,0.8,1,1,1
1204,MSNBC,Low,6,1,6,1,3,3,9,3,6,6,1,2,126,Republican,2,2,1,7,5,5,5,5,6,-3,-3,0,0.5,1,1,1
418,FOX,Low,3,2,3,2,2,2,6,6,3,3,5,5,54.233,Republican,2,2,2,7,3,3,3,4,3.2,-1,-1,0,0.5,1,1,1
759,MSNBC,High,5,1,5,2,5,5,1,1,1,1,1,1,54.971,Republican,3,2,1,5,6,12,3,5,2.6,0,0,-0.5,1,1,1,1
420,Reuter,Low,7,1,7,1,3,2,9,3,1,1,5,5,56.05,Republican,1,2,2,6,4,3,4,5,2.4,-4,-5,0,0.5,1,1,1
588,MSNBC,High,6,2,6,2,4,4,11,11,4,4,1,6,71.937,Democrat,3,1,2,7,6,6,3,5,5.2,-2,-2,0.5,1,1,1,0
585,FOX,High,5,2,5,2,4,4,5,5,3,1,2,6,102.048,Republican,2,2,2,4,5,8,3.5,4,2,-1,-1,-0.1,0.6,1,1,1
559,Reuter,Low,6,2,6,2,5,5,4,4,4,5,3,4,56.001,Republican,2,2,1,6,5,7,4,5,3.2,-1,-1,-0.2,0.7,1,1,1
524,MSNBC,High,6,2,6,2,6,6,3,3,2,2,4,4,95.171,Republican,2,2,1,7,5,6,4,4,1.6,0,0,-0.3,0.8,1,1,1
329,FOX,High,7,1,7,1,7,7,1,1,1,1,7,7,56.64,Republican,1,2,1,6,5,12,5,5,1,0,0,-0.5,1,1,1,1
277,MSNBC,Low,6,2,6,2,5,5,5,5,6,6,2,2,53.53,Republican,2,2,1,3,5,7,4,5,5.4,-1,-1,-0.1,0.6,1,1,1
1320,FOX,Low,5,1,5,1,5,6,6,6,4,4,4,4,109.146,Republican,3,2,1,3,2,5,3,5,1,0,1,0,0.5,1,1,1
1433,Reuter,High,5,2,6,2,4,4,3,3,2,2,6,6,84.009,Republican,3,2,2,5,5,3,3,4,1,-1,-2,-0.3,0.8,1,1,1
600,FOX,High,7,1,6,2,6,6,3,3,3,3,3,3,94.401,Republican,1,2,1,8,4,3,3.5,5,2.4,-1,0,-0.3,0.8,1,1,1
334,MSNBC,Low,7,1,7,1,7,7,1,1,1,1,7,7,52.767,Republican,2,2,1,6,5,2,4.5,5,1,0,0,-0.5,1,1,1,1
556,FOX,Low,6,2,6,2,2,2,6,6,4,1,1,1,102.244,Republican,2,2,2,6,3,11,4,4,3.8,-4,-4,0,0.5,1,1,1
736,MSNBC,High,5,3,4,2,4,4,4,4,1,1,2,5,86.509,Republican,2,2,2,7,3,3,3,5,1,-1,0,-0.2,0.7,0,1,1
620,Reuter,Low,6,1,6,1,6,6,2,2,1,1,2,2,71.818,Republican,2,2,2,6,3,11,4,5,2,0,0,-0.4,0.9,1,1,1
346,Reuter,High,5,1,6,1,4,5,3,3,4,3,4,5,52.764,Republican,3,2,1,6,5,11,4,5,2.6,-1,-1,-0.3,0.8,1,1,1
331,MSNBC,High,6,2,5,3,5,5,1,1,1,1,7,7,56.815,Republican,1,5,2,4,4,9,3,4,1,-1,0,-0.5,1,1,0,0
498,MSNBC,Low,6,1,6,2,5,5,6,6,6,5,2,3,60.597,Democrat,4,2,1,6,3,11,2,5,6,-1,-1,0,0.5,1,1,1
950,FOX,High,6,2,6,2,6,6,6,6,2,2,5,6,243.959,Republican,2,2,1,5,5,2,4,5,3,0,0,0,0.5,1,1,1
1026,FOX,Low,7,1,7,1,7,6,5,5,2,2,5,6,141.137,Republican,1,2,1,4,6,12,3.5,5,1,0,-1,-0.1,0.6,1,1,1
502,Reuter,Low,1,1,1,1,1,1,6,6,5,5,4,4,53.702,Democrat,1,2,1,5,3,6,5,5,1,0,0,0,0.5,1,1,1
358,FOX,High,6,1,6,1,6,6,11,8,1,1,2,3,89.273,Democrat,5,2,1,4,4,3,4.5,5,5,0,0,0.35,0.85,1,1,1
412,Reuter,High,6,2,6,1,6,6,10,9,4,5,2,7,97.202,Democrat,5,2,1,4,3,5,3.5,2,5.8,0,0,0.35,0.85,1,1,1
379,FOX,Low,6,2,6,2,5,5,9,9,2,2,4,4,53.126,Democrat,7,2,2,5,5,11,2.5,5,5.6,-1,-1,0.3,0.8,1,1,1
383,FOX,High,6,2,6,2,7,7,11,11,7,7,7,7,52.099,Democrat,7,2,2,4,6,11,3,5,4.8,1,1,0.5,1,1,1,1
528,Reuter,Low,4,3,5,2,2,2,6,6,6,6,3,4,54.882,Democrat,6,2,1,4,3,5,1.5,5,2,-2,-3,0,0.5,0,1,1
601,Reuter,High,5,2,5,3,3,3,6,6,6,4,3,3,114.2,Democrat,6,2,1,5,4,9,3,5,3.2,-2,-2,0,0.5,1,0,1
351,MSNBC,Low,5,2,6,2,6,6,6,6,6,6,1,1,51.283,Democrat,7,2,1,4,3,3,2.5,5,2.2,1,0,0,0.5,1,1,1
436,MSNBC,High,6,2,6,2,6,6,4,4,5,5,1,1,126.752,Democrat,7,2,2,3,5,6,1.5,5,4,0,0,-0.2,0.3,1,1,1
615,Reuter,High,5,2,5,1,6,6,6,6,6,6,4,1,51.502,Republican,2,2,2,4,6,12,3,5,3.4,1,1,0,0.5,1,1,1
368,FOX,Low,3,2,3,2,2,2,6,6,6,6,1,1,52.227,Republican,4,2,2,3,3,4,4,5,2.6,-1,-1,0,0.5,1,1,1
455,MSNBC,Low,3,2,3,2,2,1,8,9,5,3,4,5,75.84,Democrat,5,2,2,5,5,9,2.5,5,2.8,-1,-2,0.25,0.75,1,1,1
445,MSNBC,Low,7,1,7,2,4,4,5,4,1,1,5,6,54.28,Republican,1,2,2,3,5,6,2,5,1.2,-3,-3,-0.15,0.65,1,1,1
370,Reuter,High,6,1,5,2,6,5,3,2,3,1,6,5,51.386,Republican,3,2,2,4,5,12,2.5,5,2,0,0,-0.35,0.85,1,1,1
560,MSNBC,Low,2,2,5,2,3,3,2,2,3,1,3,6,69.785,Republican,1,2,1,5,5,4,5,5,1,1,-2,-0.4,0.9,1,1,1
492,Reuter,High,6,2,6,2,4,4,6,6,3,3,4,4,51.227,Democrat,6,2,2,4,5,9,2,5,5,-2,-2,0,0.5,1,1,1
649,FOX,Low,5,2,6,2,5,5,9,9,5,3,2,5,119.326,Democrat,6,2,2,4,4,6,3,5,4.6,0,-1,0.3,0.8,1,1,1
507,FOX,High,5,2,4,2,3,3,7,8,5,4,2,3,119.437,Democrat,6,2,1,3,5,5,2,5,3.8,-2,-1,0.15,0.65,1,1,1
414,FOX,High,7,1,6,1,5,3,9,9,1,1,4,5,56.632,Democrat,6,2,3,3,4,5,3,5,2,-2,-3,0.3,0.8,1,1,1
334945,MSNBC,Low,5,2,5,3,5,5,8,5,5,6,5,4,113.696,Democrat,6,2,1,4,5,11,4,5,3.4,0,0,0.05,0.55,1,0,1
488,MSNBC,High,5,2,5,3,5,5,5,5,5,5,3,4,52.351,Democrat,7,2,2,3,5,4,3.5,5,2,0,0,-0.1,0.4,1,0,1
223,MSNBC,Low,7,1,7,1,6,6,6,6,5,4,2,2,51.293,Democrat,5,2,1,3,5,12,2.5,5,4.4,-1,-1,0,0.5,1,1,1
335,Reuter,High,4,2,4,3,2,3,6,6,5,4,2,2,52.048,Democrat,7,2,3,3,4,5,3,5,4.8,-2,-1,0,0.5,1,0,1
730,Reuter,Low,5,2,6,2,5,5,7,7,5,4,1,1,146.522,Democrat,5,2,1,5,3,11,2.5,5,4.2,0,-1,0.1,0.6,1,1,1
693,MSNBC,High,5,2,6,2,3,3,7,7,4,3,4,5,81.018,Democrat,5,2,1,5,3,8,3,5,3.4,-2,-3,0.1,0.6,1,1,1
425,FOX,Low,5,2,5,2,3,3,11,9,2,2,5,6,69.997,Democrat,6,2,2,5,3,3,2,5,4.2,-2,-2,0.4,0.9,1,1,1
310,Reuter,High,5,2,4,2,5,4,7,7,4,2,1,1,55.359,Democrat,6,2,1,4,5,12,2.5,5,3,0,0,0.1,0.6,1,1,1
362,MSNBC,High,6,2,6,2,5,5,1,1,1,1,4,5,52.617,Republican,1,2,2,6,3,5,3,5,2.2,-1,-1,-0.5,1,1,1,1
407,FOX,Low,7,1,7,1,7,7,11,11,1,4,5,7,56.242,Democrat,6,2,2,6,6,11,4.5,5,4.2,0,0,0.5,1,1,1,1
715,MSNBC,Low,7,1,7,1,1,1,7,7,4,4,5,5,51.244,Democrat,6,5,1,4,5,10,4.5,3,2,-6,-6,0.1,0.6,1,1,0
397,FOX,High,6,2,6,1,6,6,3,4,5,5,5,6,52.553,Republican,2,2,2,4,2,7,2.5,5,1.6,0,0,-0.25,0.75,1,1,1
889,Reuter,Low,5,1,6,2,3,3,4,4,3,3,4,5,124.822,Democrat,6,2,2,4,5,8,4.5,5,5,-2,-3,-0.2,0.3,1,1,1
339,Reuter,Low,5,2,5,2,5,5,8,8,5,4,3,3,52.473,Democrat,6,2,2,3,3,2,2,4,3,0,0,0.2,0.7,1,1,1
298,MSNBC,Low,4,3,5,3,3,3,6,6,5,4,2,3,61.9,Democrat,6,2,2,3,5,4,3,5,3,-1,-2,0,0.5,0,0,1
632,FOX,High,6,1,6,1,7,7,11,11,1,1,7,7,64.787,Democrat,5,2,1,5,3,6,3.5,5,6.4,1,1,0.5,1,1,1,1
911,MSNBC,High,7,1,7,1,7,7,11,11,3,3,6,6,52.585,Democrat,6,2,1,3,5,7,3,5,5,0,0,0.5,1,1,1,1
345,FOX,Low,5,3,4,3,2,5,7,7,4,4,4,4,80.514,Democrat,5,2,2,4,5,11,3,5,4.4,-3,1,0.1,0.6,0,0,1
369,FOX,High,7,1,6,1,5,5,5,5,2,2,5,5,51.702,Republican,2,2,2,5,3,12,4,5,2.2,-2,-1,-0.1,0.6,1,1,1
703,Reuter,High,7,1,7,2,6,6,6,6,6,6,1,1,64.97,Democrat,6,2,2,4,3,8,4,5,5,-1,-1,0,0.5,1,1,1
687,MSNBC,High,5,2,6,2,3,3,6,6,5,4,1,1,98.731,Democrat,7,2,2,6,4,6,4.5,5,5,-2,-3,0,0.5,1,1,1
604,MSNBC,Low,6,2,6,1,4,5,6,6,6,5,1,3,51.083,Democrat,6,2,1,3,5,10,4,5,3.8,-2,-1,0,0.5,1,1,1
632,FOX,High,5,3,5,8,5,5,11,11,1,1,1,3,57.137,Democrat,5,2,1,5,5,3,1.5,4,2.2,0,0,0.5,1,0,0,1
296,FOX,Low,3,3,3,3,3,3,9,9,1,1,1,1,52.452,Democrat,6,2,1,3,3,11,2,5,2.2,0,0,0.3,0.8,0,0,1
305,MSNBC,High,5,3,4,2,3,2,5,5,6,4,5,5,52.736,Democrat,5,4,2,4,6,12,4,5,1.8,-2,-2,-0.1,0.4,0,1,0
938,Reuter,Low,5,1,7,1,5,5,6,6,5,4,2,4,51.698,Democrat,6,2,2,4,5,8,1.5,5,4.8,0,-2,0,0.5,1,1,1
551,Reuter,Low,6,1,6,1,6,6,1,1,1,1,5,6,51.93,Republican,1,2,1,5,4,8,4,5,1,0,0,-0.5,1,1,1,1
539,Reuter,Low,7,1,7,1,7,7,2,6,4,4,4,4,59.749,Democrat,6,6,2,6,5,1,5,3,2,0,0,-0.2,0.3,1,1,0
580,Reuter,Low,7,1,7,1,5,5,7,7,5,4,5,5,121.268,Democrat,7,2,2,6,5,12,2.5,5,4,-2,-2,0.1,0.6,1,1,1
676,Reuter,High,6,2,6,2,4,5,8,8,1,1,5,6,66.823,Democrat,5,2,2,6,3,8,3.5,5,2.8,-2,-1,0.2,0.7,1,1,1
384,MSNBC,High,6,2,6,2,3,3,9,7,1,1,1,5,94.166,Democrat,6,2,2,3,2,5,2.5,4,2,-3,-3,0.2,0.7,1,1,1
532,MSNBC,Low,6,2,6,2,4,4,7,7,4,3,2,4,69.409,Democrat,6,2,2,5,4,6,2,5,2.4,-2,-2,0.1,0.6,1,1,1
874,FOX,Low,6,2,6,2,6,6,9,9,1,1,1,1,187.423,Democrat,7,2,2,5,3,1,3.5,5,4.6,0,0,0.3,0.8,1,1,1
864,FOX,High,6,2,6,1,6,5,9,8,3,3,2,4,87.728,Democrat,4,5,2,4,5,4,3.5,5,3.8,0,-1,0.25,0.75,1,1,0
413,MSNBC,High,7,1,7,1,7,7,1,1,1,1,4,4,63.901,Republican,3,2,1,5,6,11,5,5,2,0,0,-0.5,1,1,1,1
888,FOX,High,6,2,6,2,5,5,10,10,2,2,4,4,75.785,Democrat,6,5,1,5,2,5,3.5,4,4.6,-1,-1,0.4,0.9,1,1,0
1162,MSNBC,Low,5,2,5,2,4,3,6,6,2,2,6,6,78.458,Republican,2,2,2,7,6,8,2.5,5,2.8,-1,-2,0,0.5,1,1,1
709,Reuter,Low,6,2,5,2,5,5,3,3,1,1,6,7,54.147,Republican,2,2,2,4,2,6,4,5,1.4,-1,0,-0.3,0.8,1,1,1
674,FOX,Low,6,2,6,2,6,5,7,6,5,3,4,5,154.257,Republican,1,2,2,4,6,6,2.5,4,4,0,-1,0.05,0.44999999999999996,1,1,1
663,FOX,High,4,2,4,2,4,5,7,7,4,4,4,4,51.97,Democrat,6,5,1,3,3,5,4,4,4,0,1,0.1,0.6,1,1,0
270,Reuter,High,7,1,5,2,7,5,1,1,4,4,1,1,55.576,Republican,3,2,2,5,3,7,2,5,1,0,0,-0.5,1,1,1,1
357,MSNBC,Low,5,2,5,2,2,2,6,6,3,3,5,6,108.707,Democrat,6,2,2,6,6,12,4,5,5,-3,-3,0,0.5,1,1,1
293,FOX,Low,5,2,5,2,5,5,6,6,4,4,2,2,51.355,Democrat,6,2,2,4,6,10,2.5,4,6,0,0,0,0.5,1,1,1
495,Reuter,Low,7,1,6,2,3,3,6,6,3,3,1,1,56.303,Democrat,6,2,1,7,5,6,4.5,3,3.8,-4,-3,0,0.5,1,1,1
533,Reuter,Low,7,1,5,1,6,6,1,1,4,1,2,5,55.785,Republican,1,2,2,5,4,9,3.5,5,1,-1,1,-0.5,1,1,1,1
402,Reuter,High,7,1,6,1,7,6,2,2,2,4,4,6,58.938,Republican,2,2,2,6,5,4,5,4,1,0,0,-0.4,0.9,1,1,1
519,FOX,High,6,1,6,1,6,6,3,3,4,2,4,5,90.217,Republican,2,2,2,4,5,10,4,4,2.6,0,0,-0.3,0.8,1,1,1
322,MSNBC,Low,4,8,3,3,1,1,6,6,7,7,4,4,60.414,Republican,2,2,2,5,5,11,1,4,2.2,-3,-2,0,0.5,0,0,1
344,FOX,Low,7,1,7,1,7,7,1,1,3,3,3,3,58.739,Republican,2,2,2,6,3,6,4,3,1,0,0,-0.5,1,1,1,1
558,FOX,Low,7,1,7,2,7,7,6,6,6,6,1,1,54.886,Republican,1,2,2,6,2,5,4.5,4,5,0,0,0,0.5,1,1,1
305,MSNBC,High,4,2,4,2,4,4,3,3,5,4,4,4,50.985,Republican,2,2,2,3,6,11,3,5,4.2,0,0,-0.3,0.8,1,1,1
802,FOX,High,4,1,3,2,5,5,10,9,6,6,4,4,52.893,Republican,2,2,2,4,6,7,2.5,3,3,1,2,0.35,0.15000000000000002,1,1,1
991,Reuter,Low,1,1,4,1,1,1,11,11,1,1,5,5,58.763,Democrat,7,2,2,5,5,5,5,4,7,0,-3,0.5,1,1,1,1
332,MSNBC,Low,7,1,7,1,6,5,2,2,4,3,5,6,52.477,Republican,2,2,2,3,4,8,2.5,5,2,-1,-2,-0.4,0.9,1,1,1
421,Reuter,High,5,3,4,3,1,1,11,4,5,6,4,7,51.785,Republican,3,2,1,7,4,11,2.5,5,2.4,-4,-3,0.15,0.35,0,0,1
2300,MSNBC,Low,7,2,6,2,6,6,11,11,6,6,1,1,788.094,Democrat,7,2,2,5,5,5,5,5,7,-1,0,0.5,1,1,1,1
578,Reuter,Low,5,3,3,3,3,3,4,4,3,3,4,5,83.151,Republican,3,2,1,5,4,2,2,4,2,-2,0,-0.2,0.7,0,0,1
468,FOX,Low,6,1,6,1,5,5,3,3,5,5,6,6,57.199,Republican,2,2,1,3,5,11,4,5,3.4,-1,-1,-0.3,0.8,1,1,1
993,MSNBC,High,5,2,5,2,3,2,5,7,6,5,2,5,203.056,Republican,3,1,2,6,4,2,4,5,4,-2,-3,0,0.5,1,1,0
293,Reuter,High,7,1,7,1,7,7,1,1,1,1,6,7,51.839,Republican,3,2,2,4,4,12,2.5,4,2,0,0,-0.5,1,1,1,1
656,MSNBC,Low,7,1,6,1,5,5,1,1,7,6,5,5,89.613,Republican,2,2,1,4,3,3,4,5,1.2,-2,-1,-0.5,1,1,1,1
305,FOX,High,6,2,7,1,5,5,6,6,4,4,4,4,52.767,Republican,1,2,1,4,5,12,3.5,5,2.2,-1,-2,0,0.5,1,1,1
1150,Reuter,Low,6,1,6,2,6,5,1,2,1,2,4,5,53.13,Republican,4,2,2,4,5,7,4,5,1.8,0,-1,-0.45,0.95,1,1,1
596,Reuter,High,6,2,6,2,3,2,3,5,2,3,2,3,56.186,Republican,3,2,2,4,4,9,3,2,2,-3,-4,-0.2,0.7,1,1,1
360,MSNBC,High,6,1,6,1,6,6,3,2,2,2,3,2,63.256,Republican,1,2,1,3,2,2,3.5,5,1.8,0,0,-0.35,0.85,1,1,1
466,Reuter,Low,6,1,6,1,6,5,4,4,3,4,4,5,54.646,Republican,3,2,1,3,4,7,3,5,2.2,0,-1,-0.2,0.7,1,1,1
424,FOX,Low,6,1,6,2,2,2,6,6,6,7,3,3,58.102,Republican,3,2,2,6,5,10,4,5,3.2,-4,-4,0,0.5,1,1,1
475,FOX,High,7,1,6,1,6,6,4,5,3,2,4,5,60.022,Republican,2,2,1,7,6,6,4,5,1.6,-1,0,-0.15,0.65,1,1,1
553,MSNBC,Low,7,1,7,1,5,5,3,3,4,2,4,5,53.137,Republican,2,2,1,7,2,2,3.5,5,1,-2,-2,-0.3,0.8,1,1,1
368,MSNBC,Low,7,1,6,2,6,6,1,1,1,1,5,6,51.91,Republican,2,2,1,6,4,8,2.5,5,1,-1,0,-0.5,1,1,1,1
455,Reuter,High,7,1,7,1,7,7,1,1,1,1,7,7,54.188,Republican,2,2,2,4,3,6,2,5,1.2,0,0,-0.5,1,1,1,1
449,MSNBC,High,5,2,5,2,5,5,1,1,1,1,2,4,56.17,Republican,3,2,1,4,6,7,2.5,5,2.4,0,0,-0.5,1,1,1,1
483,Reuter,Low,7,1,6,2,7,7,1,1,1,1,1,5,54.7,Republican,1,2,2,6,5,4,2,4,1,0,1,-0.5,1,1,1,1
614,FOX,Low,7,1,7,1,7,7,5,5,4,4,4,4,54.899,Republican,3,2,2,5,4,2,2.5,5,1.4,0,0,-0.1,0.6,1,1,1
559,FOX,High,3,2,6,1,5,5,3,3,5,5,2,2,74.383,Republican,3,2,1,4,5,10,3,5,2.8,2,-1,-0.3,0.8,1,1,1
471,MSNBC,Low,6,2,5,2,5,5,4,4,4,4,4,4,108.091,Republican,2,2,2,6,5,3,3,3,2,-1,0,-0.2,0.7,1,1,1
405,FOX,High,7,2,6,2,3,3,6,7,4,3,5,5,77.34,Republican,3,2,2,5,5,4,3.5,4,1.6,-4,-3,0.05,0.44999999999999996,1,1,1
775,Reuter,Low,4,3,5,2,3,3,6,6,5,4,1,1,51.858,Republican,3,2,2,4,5,11,1.5,5,3.4,-1,-2,0,0.5,0,1,1
361,MSNBC,High,5,2,4,2,3,2,6,7,6,4,3,5,76.856,Republican,2,2,1,3,5,8,2.5,2,3.4,-2,-2,0.05,0.44999999999999996,1,1,1
627,FOX,Low,6,2,6,2,6,6,6,6,6,6,4,3,258.591,Republican,3,2,1,3,5,6,3.5,4,4.2,0,0,0,0.5,1,1,1
580,Reuter,High,6,1,6,1,6,7,1,2,2,2,5,6,92.15,Republican,2,2,1,6,2,8,3,5,2.2,0,1,-0.45,0.95,1,1,1
372,Reuter,Low,7,1,7,1,6,6,6,6,5,4,6,6,65.134,Republican,3,2,2,5,3,2,3.5,4,3.2,-1,-1,0,0.5,1,1,1
381,MSNBC,Low,7,1,7,1,7,7,1,1,1,1,5,6,57.068,Republican,2,1,2,5,4,12,4.5,5,1,0,0,-0.5,1,1,1,0
277,Reuter,High,5,2,4,2,4,5,6,6,5,4,2,2,51.386,Democrat,6,2,1,3,5,8,4,5,4,-1,1,0,0.5,1,1,1
308,FOX,High,6,2,7,1,6,6,8,8,1,1,6,5,51.102,Democrat,6,2,2,4,5,6,2.5,5,3,0,-1,0.2,0.7,1,1,1
297,MSNBC,High,4,3,5,3,3,3,8,8,3,3,5,5,59.355,Democrat,7,2,3,3,3,1,5,3,1,-1,-2,0.2,0.7,0,0,1
306,FOX,Low,4,2,4,2,5,5,11,11,6,1,7,7,81.167,Democrat,7,2,1,3,5,2,3,4,2.8,1,1,0.5,1,1,1,1
245,MSNBC,Low,4,1,1,2,4,4,1,1,4,4,4,4,51.564,Democrat,7,2,2,4,5,7,2.5,5,1,0,3,-0.5,0,1,1,1
429,MSNBC,High,6,1,6,2,6,6,1,1,1,1,5,5,52.15,Republican,1,2,2,5,2,7,4,5,1,0,0,-0.5,1,1,1,1
428,MSNBC,High,5,2,5,2,3,3,7,7,3,3,1,1,71.696,Democrat,5,2,2,3,5,3,2.5,5,2.6,-2,-2,0.1,0.6,1,1,1
568,Reuter,Low,7,1,7,1,6,6,6,6,4,4,4,4,59.267,Democrat,7,2,2,5,3,3,4,5,7,-1,-1,0,0.5,1,1,1
525,FOX,High,3,2,2,1,2,2,6,6,5,5,1,1,51.64,Republican,3,2,2,4,5,11,2,5,2.2,-1,0,0,0.5,1,1,1
351,FOX,Low,5,2,5,2,5,5,9,9,1,1,4,4,90.131,Democrat,7,2,1,4,4,2,5,5,2,0,0,0.3,0.8,1,1,1
578,Reuter,High,5,2,6,2,2,3,6,6,5,5,3,3,58.857,Democrat,6,2,1,3,5,11,3.5,5,4.8,-3,-3,0,0.5,1,1,1
